entry_date,exit_date,option_ticker,entry_price,exit_price,pnl_w_slippage
2021-02-02,2021-02-03,O:SPY210203P00381000,1.01,0.63,-0.342
2021-02-03,2021-02-04,O:SPY210205P00381000,1.22,0.97,-0.225
2021-02-04,2021-02-05,O:SPY210205P00386000,0.95,0.5,-0.40499999999999997
2021-02-05,2021-02-08,O:SPY210208P00387000,0.76,0.25,-0.459
2021-02-08,2021-02-09,O:SPY210210P00390000,1.27,1.73,0.414
2021-02-09,2021-02-10,O:SPY210210C00390000,1.47,2.29,0.7380000000000001
2021-02-10,2021-02-11,O:SPY210212C00390000,2.19,2.44,0.225
2021-02-11,2021-02-12,O:SPY210212P00390000,0.99,1.06,0.06300000000000006
2021-02-12,2021-02-16,O:SPY210216C00392000,1.91,2.3,0.3509999999999999
2021-02-16,2021-02-17,O:SPY210217P00392000,1.1,1.96,0.7739999999999999
2021-02-17,2021-02-18,O:SPY210219P00392000,1.56,3.2,1.4760000000000002
2021-02-18,2021-02-19,O:SPY210219C00390000,1.76,2.52,0.684
2021-02-19,2021-02-22,O:SPY210222P00390000,1.57,3.08,1.359
2021-02-22,2021-02-23,O:SPY210224C00387000,2.19,1.12,-0.9629999999999999
2021-02-23,2021-02-24,O:SPY210224P00387000,1.45,1.76,0.2790000000000001
2021-02-24,2021-02-25,O:SPY210226P00391000,1.32,2.16,0.7560000000000001
2021-02-25,2021-02-26,O:SPY210226P00382000,2.29,1.12,-1.053
2021-02-26,2021-03-01,O:SPY210301P00380000,3.0,0.2,-2.52
2021-03-01,2021-03-02,O:SPY210303P00389000,1.97,1.56,-0.36899999999999994
2021-03-02,2021-03-03,O:SPY210303P00386000,1.44,1.71,0.24300000000000002
2021-03-03,2021-03-04,O:SPY210305P00381000,3.28,3.04,-0.2159999999999998
2021-03-04,2021-03-05,O:SPY210305C00376000,3.39,5.24,1.665
2021-03-05,2021-03-08,O:SPY210308C00383000,2.92,2.8,-0.1080000000000001
2021-03-08,2021-03-09,O:SPY210310P00381000,2.19,1.0,-1.071
2021-03-09,2021-03-10,O:SPY210310P00387000,1.91,0.56,-1.2149999999999999
