Date,Close,Open,Prediction,trade_signal,PnL_no_fees,cum_PnL_no_fees
2024-02-08,492.0088806152344,491.7916656675277,0.0,0,,
2024-02-09,494.8523864746094,492.5222598654349,3.32187252282e-05,1,-0.5133792502005008,-0.5133792502005008
2024-02-12,494.6351318359375,494.8227279088209,3.6473308856918e-05,1,0.02965856578845205,-0.48372068441204874
2024-02-13,487.8225402832031,488.26685315552857,9.135984873239e-06,1,6.368278680408935,5.884557995996886
2024-02-14,492.25567626953125,490.4982209673877,-6.5761919788523e-05,-1,2.675680684184556,8.560238680181442
2024-02-15,495.6521301269531,492.9665773037757,-1.924832763176e-06,-1,0.7109010342444435,9.271139714425885
2024-02-16,493.1838073730469,495.34607383636717,-1.1001557913303e-05,-1,-0.30605629058595696,8.965083423839928
2024-02-20,490.4686279296875,491.41646125471414,1.2302195639319e-05,1,1.767346118332739,10.732429542172667
2024-02-21,490.91290283203125,489.145594603093,-1.1767826553917e-05,-1,-1.3230333265944978,9.40939621557817
2024-02-22,501.0726013183594,497.6268111995141,-2.8578116234005998e-05,-1,6.713908367482873,16.123304583061042
2024-02-23,501.4181823730469,502.8201814697373,2.4050454683409997e-05,1,-1.7475801513779174,14.375724431683125
2024-02-26,499.58172607421875,501.86246796599994,-8.270244512534e-06,-1,0.44428559295306513,14.82001002463619
2024-02-27,500.509765625,500.2826978401471,-3.4006189125189996e-06,-1,0.7009717659283297,15.52098179056452
2024-02-28,499.84832763671875,498.93008300175484,1.8234308617574e-05,1,1.5796826232451622,17.10066441380968
2024-02-29,501.645263671875,501.6354108088416,-6.6489738109311e-05,-1,1.7870831721228342,18.887747585932516
2024-03-01,506.3548278808594,502.5338756491636,-4.1154785448195e-05,-1,0.8886119772885763,19.776359563221092
2024-03-04,505.8117980957031,505.545258576722,-3.9666234191012e-05,-1,-0.8095693041373693,18.966790259083723
2024-03-05,500.7566223144531,503.77786539158575,-1.1884480985778999e-05,-1,-2.033932704117376,16.932857554966347
2024-03-06,503.2940673828125,504.0839234106298,-3.0390936162227002e-05,-1,3.3273010961766545,20.260158651143
2024-03-07,508.2900085449219,506.64117571009217,-4.7471762919011e-05,-1,3.3471083272796704,23.607266978422672
2024-03-08,505.2391357421875,508.9317896307731,5.3636935253364004e-05,1,-0.6417810858512212,22.96548589257145
2024-03-11,504.8047180175781,504.0148619441716,-4.3047561053706996e-05,-1,-1.2242737980158722,21.74121209455558
2024-03-12,510.235107421875,506.94726437216417,-4.3307951705115e-05,-1,2.1425463545860453,23.883758449141624
2024-03-13,509.435302734375,510.56087929992003,7.2429958214966e-05,1,-0.3257718780450318,23.557986571096592
2024-03-14,508.42822265625,510.4225985833554,-8.793975540978e-06,-1,0.9872958489804091,24.545282420077
2024-03-15,504.9371032714844,505.3134612139554,1.0500875735315e-05,1,3.1147614422945935,27.660043862371595
2024-03-18,507.93798828125,509.06706203174264,5.6364320216360006e-06,1,-4.129958760258262,23.530085102113333
2024-03-19,510.76068115234375,507.23484938554435,-3.1501865177216e-05,-1,-0.7031388957056492,22.826946206407683
2024-03-20,515.48486328125,510.8201044796903,2.0484763027361e-05,1,-0.05942332734656475,22.76752287906112
2024-03-21,517.1883544921875,518.3669362427153,4.0702057321218e-05,1,-2.882072961465269,19.88544991759585
2024-03-22,516.2078247070312,517.0991508875658,-3.9499881358368e-05,-1,-0.08920360462172994,19.79624631297412
2024-03-25,514.7816772460938,514.8113578960968,-3.679687930245e-06,-1,-1.3964668109344984,18.39977950203962
2024-03-26,513.8308715820312,516.2276294197574,-1.5809892398859e-05,-1,1.4459521736636134,19.845731675703234
2024-03-27,518.1490478515625,516.7030983621477,-5.7729825362494003e-05,-1,2.8722267801164207,22.717958455819655
2024-03-28,518.050048828125,518.1887197410889,3.1446810443142e-05,1,-0.03967188952640299,22.678286566293252
2024-04-01,517.148681640625,518.8026977832243,-5.7134551240278005e-05,-1,0.7526489550992892,23.43093552139254
2024-04-02,513.8606567382812,513.2663787407818,-4.1198097990683e-05,-1,-3.882302899843239,19.548632621549302
2024-04-03,514.4251098632812,512.7513266543715,-2.3002819994146e-05,-1,-1.1093300839097537,18.43930253763955
2024-04-04,508.14599609375,518.4957179374168,2.9952650383041e-05,1,-4.070608074135521,14.368694463504028
2024-04-05,513.4545288085938,509.5226586128974,1.886947321238e-06,1,-1.3766625191473736,12.992031944356654
2024-04-08,513.74169921875,514.1676256081136,-1.2333007683382e-05,-1,0.7130967995198034,13.705128743876458
2024-04-09,514.3359985351562,515.5046666061,-2.6603423211261997e-05,-1,1.762967387350045,15.468096131226503
2024-04-10,509.1858825683594,508.5520102686698,-6.3741117874883e-05,-1,-5.78398826648646,9.684107864740042
2024-04-11,513.0286865234375,510.73094461172184,0.00011133132606465399,1,-1.5450620433624636,8.139045821377579
2024-04-12,505.9472961425781,509.4335032535515,-6.641566194237299e-05,-1,-3.595183269885979,4.5438625514916
2024-04-15,499.6087341308594,510.18622940720803,-7.2200633976319e-05,-1,4.238933264629907,8.782795816121507
2024-04-16,498.6975402832031,500.0940119130741,-3.8535982969866e-05,-1,0.4852777822147232,9.26807359833623
2024-04-17,495.7461242675781,501.19333983039104,-3.1590919427329004e-05,-1,2.4957995471879144,11.763873145524144
2024-04-18,494.7260437011719,497.16245658697704,-2.9927761610584e-05,-1,1.4163323193989186,13.180205464923063
2024-04-19,490.40789794921875,494.64682110346547,8.099403091633799e-05,1,0.07922259770640494,13.259428062629468
2024-04-22,494.92413330078125,493.05225733120085,-5.630889169638e-06,-1,2.644359381982099,15.903787444611567
2024-04-23,500.7972106933594,496.96435638014214,0.000118815970355984,1,-2.040223079360885,13.863564365250681
2024-04-24,500.55950927734375,501.69846651270745,6.0608383923303996e-05,1,-0.90125581934808,12.962308545902602
2024-04-25,498.6579284667969,494.3892945397056,-3.5554873516740003e-06,-1,-6.170214737638162,6.79209380826444
2024-04-26,503.3821716308594,501.49049852500383,7.33678738294e-06,1,-2.8325700582069544,3.9595237500574854
2024-04-29,505.1648864746094,505.1945973517815,-6.9802622762253e-05,-1,1.8124257209221355,5.771949470979621
2024-04-30,497.16241455078125,503.6792517562141,5.3164885042198994e-05,1,1.4856347183952607,7.257584189374882
2024-05-01,495.5480651855469,496.5681788979437,5.124360758535e-05,1,0.5942356528375399,7.8518198422124215
