Date,Close,Open,Prediction,trade_signal,PnL_no_fees,cum_PnL_no_fees
2024-01-25,481.84918212890625,481.4048692496808,0.0,0,,
2024-01-26,481.2370300292969,481.41474312518983,1.317138138289e-05,1,0.4344390037164203,0.4344390037164203
2024-01-29,485.04815673828125,481.55301179668925,2.5351749773077e-05,1,-0.3159817673923726,0.1184572363240477
2024-01-30,484.6729736328125,484.3471361549433,4.7668352310000995e-05,1,0.7010205833379359,0.8194778196619836
2024-01-31,476.764404296875,482.4316984426035,-4.90339122437e-05,-1,-2.2412751902090235,-1.42179737054704
2024-02-01,483.0043640136719,478.4922351786506,-4.4048083669818e-05,-1,1.727830881775617,0.306033511228577
2024-02-02,488.0891418457031,483.4486545462778,-1.7197757525268e-05,-1,0.444290532605919,0.750324043834496
2024-02-05,486.31195068359375,487.4474102917494,-4.2692694780657e-05,-1,-0.6417315539537185,0.10859248988077752
2024-02-06,487.72381591796875,487.26962006607175,-3.7115373172407e-05,-1,0.9576693824780023,1.0662618723587798
2024-02-07,491.7916564941406,490.00458223860215,-4.558021686373e-05,-1,2.280766320633404,3.347028192992184
2024-02-08,492.0088806152344,491.7916656675277,-1.9607341017272e-05,-1,9.173387070404715e-06,3.3470373663792543
2024-02-09,494.8523864746094,492.5222598654349,-5.631574621296613e-07,-1,0.5133792502005008,3.860416616579755
2024-02-12,494.6351318359375,494.8227279088209,3.465104341364e-06,1,0.02965856578845205,3.890075182368207
2024-02-13,487.8225402832031,488.26685315552857,2.8961900942570997e-05,1,6.368278680408935,10.258353862777142
2024-02-14,492.25567626953125,490.4982209673877,7.9313174434778e-05,1,-2.675680684184556,7.582673178592586
2024-02-15,495.6521301269531,492.9665773037757,0.000110803376169411,1,-0.7109010342444435,6.871772144348142
2024-02-16,493.1838073730469,495.34607383636717,1.56550008524e-05,1,0.30605629058595696,7.177828434934099
2024-02-20,490.4686279296875,491.41646125471414,-0.000131475527919845,-1,-1.767346118332739,5.41048231660136
2024-02-21,490.91290283203125,489.145594603093,-6.9968219894564e-05,-1,-1.3230333265944978,4.0874489900068625
2024-02-22,501.0726013183594,497.6268111995141,-2.9614304926127e-05,-1,6.713908367482873,10.801357357489735
2024-02-23,501.4181823730469,502.8201814697373,7.7257325918659e-05,1,-1.7475801513779174,9.053777206111818
2024-02-26,499.58172607421875,501.86246796599994,-4.0466183727366005e-05,-1,0.44428559295306513,9.498062799064883
2024-02-27,500.509765625,500.2826978401471,4.672047015759e-06,1,-0.7009717659283297,8.797091033136553
2024-02-28,499.84832763671875,498.93008300175484,-4.2979478579326996e-05,-1,-1.5796826232451622,7.217408409891391
2024-02-29,501.645263671875,501.6354108088416,-0.000103488481827992,-1,1.7870831721228342,9.004491582014225
2024-03-01,506.3548278808594,502.5338756491636,-1.1319890396205e-05,-1,0.8886119772885763,9.893103559302801
2024-03-04,505.8117980957031,505.545258576722,4.3117057491408e-05,1,0.8095693041373693,10.70267286344017
2024-03-05,500.7566223144531,503.77786539158575,-4.8609347407732e-05,-1,-2.033932704117376,8.668740159322795
2024-03-06,503.2940673828125,504.0839234106298,-6.3861238454914e-05,-1,3.3273010961766545,11.996041255499449
2024-03-07,508.2900085449219,506.64117571009217,2.259012720105466e-07,1,-3.3471083272796704,8.648932928219779
2024-03-08,505.2391357421875,508.9317896307731,4.1032872656247e-05,1,-0.6417810858512212,8.007151842368557
2024-03-11,504.8047180175781,504.0148619441716,-3.8881704396549e-05,-1,-1.2242737980158722,6.782878044352685
2024-03-12,510.235107421875,506.94726437216417,-0.00013658598155313,-1,2.1425463545860453,8.92542439893873
2024-03-13,509.435302734375,510.56087929992003,-0.000122868685727916,-1,0.3257718780450318,9.251196276983762
2024-03-14,508.42822265625,510.4225985833554,8.418000768882e-06,1,-0.9872958489804091,8.263900428003353
2024-03-15,504.9371032714844,505.3134612139554,-6.1803636399736e-05,-1,-3.1147614422945935,5.14913898570876
2024-03-18,507.93798828125,509.06706203174264,4.3633010164829e-05,1,-4.129958760258262,1.0191802254504978
2024-03-19,510.76068115234375,507.23484938554435,-5.8353809130715e-05,-1,-0.7031388957056492,0.31604132974484855
2024-03-20,515.48486328125,510.8201044796903,-3.537779929162e-06,-1,0.05942332734656475,0.3754646570914133
2024-03-21,517.1883544921875,518.3669362427153,2.8731284075272e-05,1,-2.882072961465269,-2.506608304373856
2024-03-22,516.2078247070312,517.0991508875658,2.044947897742e-06,1,0.08920360462172994,-2.417404699752126
2024-03-25,514.7816772460938,514.8113578960968,-7.248372392046301e-05,-1,-1.3964668109344984,-3.8138715106866243
2024-03-26,513.8308715820312,516.2276294197574,-6.9075183673853e-05,-1,1.4459521736636134,-2.367919337023011
2024-03-27,518.1490478515625,516.7030983621477,6.4742842518777e-05,1,-2.8722267801164207,-5.240146117139432
2024-03-28,518.050048828125,518.1887197410889,7.7087906860188e-05,1,-0.03967188952640299,-5.279818006665835
2024-04-01,517.148681640625,518.8026977832243,-4.497187620151e-06,-1,0.7526489550992892,-4.5271690515665455
2024-04-02,513.8606567382812,513.2663787407818,-2.7606972898076e-05,-1,-3.882302899843239,-8.409471951409785
2024-04-03,514.4251098632812,512.7513266543715,4.8314288237047e-05,1,1.1093300839097537,-7.300141867500031
2024-04-04,508.14599609375,518.4957179374168,4.682360085514999e-05,1,-4.070608074135521,-11.370749941635552
2024-04-05,513.4545288085938,509.5226586128974,-0.000202167760726932,-1,1.3766625191473736,-9.994087422488178
2024-04-08,513.74169921875,514.1676256081136,8.746817089035e-06,1,-0.7130967995198034,-10.707184222007982
2024-04-09,514.3359985351562,515.5046666061,9.7689157223341e-05,1,-1.762967387350045,-12.470151609358027
2024-04-10,509.1858825683594,508.5520102686698,9.382454959165e-06,1,5.78398826648646,-6.686163342871566
2024-04-11,513.0286865234375,510.73094461172184,-3.4819145416046e-05,-1,1.5450620433624636,-5.141101299509103
2024-04-12,505.9472961425781,509.4335032535515,1.9757060670872003e-05,1,3.595183269885979,-1.5459180296231239
2024-04-15,499.6087341308594,510.18622940720803,-6.9438516007882e-05,-1,4.238933264629907,2.693015235006783
2024-04-16,498.6975402832031,500.0940119130741,-9.252723721189999e-06,-1,0.4852777822147232,3.178293017221506
2024-04-17,495.7461242675781,501.19333983039104,8.6157104914303e-05,1,-2.4957995471879144,0.6824934700335916
2024-04-18,494.7260437011719,497.16245658697704,6.310391547387101e-05,1,-1.4163323193989186,-0.733838849365327
2024-04-19,490.40789794921875,494.64682110346547,1.5892914230161e-05,1,0.07922259770640494,-0.654616251658922
2024-04-22,494.92413330078125,493.05225733120085,1.9004695650438e-05,1,-2.644359381982099,-3.298975633641021
2024-04-23,500.7972106933594,496.96435638014214,-5.8247661812581e-05,-1,2.040223079360885,-1.2587525542801359
2024-04-24,500.55950927734375,501.69846651270745,-7.0138718078233e-05,-1,0.90125581934808,-0.3574967349320559
2024-04-25,498.6579284667969,494.3892945397056,1.3086395748053e-05,1,6.170214737638162,5.812718002706106
2024-04-26,503.3821716308594,501.49049852500383,-2.00969668386e-05,-1,2.8325700582069544,8.64528806091306
2024-04-29,505.1648864746094,505.1945973517815,-7.8866929681017e-05,-1,1.8124257209221355,10.457713781835196
2024-04-30,497.16241455078125,503.6792517562141,-7.484635845639999e-06,-1,-1.4856347183952607,8.972079063439935
2024-05-01,495.5480651855469,496.5681788979437,-9.879272922387799e-05,-1,-0.5942356528375399,8.377843410602395
2024-05-02,500.1831359863281,499.3115766670157,2.4854791105708e-05,1,-3.763511481468811,4.614331929133584
2024-05-03,506.3830871582031,506.25432995034845,-0.000100398115010293,-1,6.071193964020324,10.685525893153908
2024-05-06,511.6123962402344,508.8194530106577,1.3240519020778999e-05,1,-2.4363658524545713,8.249160040699337
2024-05-07,512.1769409179688,512.592893186346,-4.0030474445652e-05,-1,0.980496946111657,9.229656986810994
2024-05-08,512.2263793945312,510.3149094204275,-5.8966609554527e-05,-1,-1.8620314975412384,7.367625489269756
2024-05-09,515.1777954101562,512.4145934250506,-3.5249123567942e-05,-1,0.18821403051936159,7.555839519789117
2024-05-10,515.8414916992188,516.8021535312699,-5.626899488414699e-05,-1,1.624358121113687,9.180197640902804
2024-05-13,515.9107055664062,517.544894396622,9.001654577963401e-05,1,-1.7034026974032486,7.476794943499556
2024-05-14,518.2777709960938,516.1087864551328,7.5599882230608e-05,1,-0.19808088872650842,7.278714054773047
2024-05-15,524.6956176757812,520.7835145760366,5.3065381124672e-05,1,-2.505743579942873,4.772970474830174
2024-05-16,523.6160888671875,524.7946706849524,-0.000106935420489693,-1,0.09905300917114346,4.872023484001318
2024-05-17,524.3687744140625,523.7349021143731,8.5829777057773e-05,1,-0.11881324718558517,4.7532102368157325
2024-05-20,524.9729614257812,524.4876736742167,3.7987942445908004e-05,1,-0.11889926015419405,4.6343109766615385
2024-05-21,526.2604370117188,524.2004426341203,-4.8116678168235996e-05,-1,-0.7725187916609002,3.8617921850006383
2024-05-22,524.7451782226562,525.5573158434247,-2.5652653171712996e-05,-1,-0.7031211682940466,3.1586710167065917
2024-05-23,520.9122924804688,527.8451122672031,6.531514764273e-06,1,-3.099934044546899,0.05873697215969287
2024-05-24,524.35888671875,522.7841195913288,0.00011022761831023801,1,-1.8718271108600675,-1.8130901387003746
2024-05-28,524.725341796875,525.1809488785617,5.3337820853133005e-05,1,-0.8220621598117077,-2.6351522985120823
2024-05-29,521.0509643554688,520.6350120450624,1.5694561162403e-05,1,4.0903297518126465,1.4551774533005641
2024-05-30,517.5944213867188,519.4861246908551,-8.053183051387599e-05,-1,-1.5648396646136007,-0.10966221131303655
2024-05-31,522.3087768554688,518.5650852962019,-8.5660623575437e-05,-1,0.9706639094831644,0.8610016981701278
2024-06-03,522.7345581054688,523.9428808912496,-2.6677741477225e-05,-1,1.6341040357808652,2.495105733950993
2024-06-04,523.3189697265625,521.4074995044357,-1.3078979791749e-05,-1,-1.327058601033059,1.168047132917934
2024-06-05,529.5386962890625,525.676161287564,-9.665779471855e-06,-1,2.357191561001514,3.525238693919448
2024-06-06,529.5287475585938,529.8456837163661,-6.7344528862755e-05,-1,0.3069874273036248,3.832226121223073
2024-06-07,528.885009765625,528.5383325154238,-1.2745339237827e-05,-1,-0.9904150431699463,2.8418110780531265
2024-06-10,530.5191650390625,528.0629853102115,7.690377110837001e-06,1,0.8220244554134979,3.6638355334666244
2024-06-11,531.7968139648438,528.9444489661214,-2.3979444081064e-05,-1,-1.5747160729411007,2.0891194605255237
2024-06-12,536.1644287109375,536.4318568024678,1.0903732013198e-05,1,-4.635042837624042,-2.545923377098518
2024-06-13,537.2440185546875,537.9373126143792,-3.8256468967480005e-06,-1,1.7728839034416524,-0.7730394736568655
2024-06-14,537.5709228515625,535.6891331345915,0.000144603938467251,1,1.5548854200959568,0.7818459464390912
2024-06-17,541.849365234375,536.8775841230741,-8.4500930971838e-05,-1,-0.6933387284883565,0.08850721795073468
2024-06-18,543.22607421875,541.90882144254,-5.600837471099e-06,-1,0.05945620816498831,0.147963426115723
2024-06-20,541.7503662109375,544.1669516153021,-7.568601086852e-06,-1,0.9408773965520822,1.0888408226678052
2024-06-21,541.0240478515625,540.9147666280046,3.58118697033e-05,1,0.8355995829329004,1.9244404056007056
2024-06-24,539.265380859375,540.845228398195,9.2864461456459e-05,1,0.1788194533675096,2.103259858968215
2024-06-25,541.3419799804688,540.5073310314164,6.8849861782772e-05,1,-1.2419501720413564,0.8613096869268588
2024-06-26,542.0176391601562,540.209283574617,3.0810217569696e-05,1,1.1326964058517888,1.9940060927786476
2024-06-27,542.8721313476562,541.8785333532583,7.414273603936e-05,1,0.13910580689798735,2.133111899676635
2024-06-28,540.7359008789062,543.657081567454,1.6345839466743e-05,1,-0.7849502197977927,1.3481616798788423
2024-07-01,541.8487548828125,542.1368764681023,-8.274600232041e-06,-1,1.4009755891960367,2.749137269074879
2024-07-02,545.4953002929688,540.2192968299051,-1.6151616982732e-05,-1,-1.6294580529073528,1.1196792161675262
2024-07-03,547.9295654296875,545.1772796111068,-3.9995905560850995e-05,-1,-0.31802068186198085,0.8016585343055453
2024-07-05,551.0891723632812,548.2375511458326,1.1288395217032e-05,1,-0.30798571614514003,0.4936728181604053
2024-07-08,551.72509765625,551.884046644386,1.276793860095e-05,1,-0.7948742811047396,-0.30120146294433425
2024-07-09,552.2616577148438,552.6988432685978,-4.2667232136236e-05,-1,0.9737456123477841,0.6725441494034499
2024-07-10,557.7264404296875,553.5036489009739,-3.8480319063707e-05,-1,1.2419911861301216,1.9145353355335715
2024-07-11,552.9174194335938,557.8456875577136,-2.505234055585e-05,-1,0.11924712802613158,2.033782463559703
2024-07-12,556.4049072265625,554.0600306153884,-4.190555538644366e-07,-1,1.1426111817946776,3.1763936453543806
2024-07-15,557.93505859375,558.431857544371,-2.4548007346856003e-05,-1,2.0269503178085415,5.203343963162922
2024-07-16,561.2437133789062,559.2664631971054,2.493860985222965e-07,1,-1.331404603355395,3.871939359807527
2024-07-17,553.37451171875,555.2225895749159,2.9905674513241e-05,1,6.021123803990349,9.893063163797876
2024-07-18,549.121826171875,554.934410669843,-2.27502674701e-05,-1,1.5598989510930323,11.452962114890909
2024-07-19,545.4754028320312,548.8834369853205,-6.939731399801501e-05,-1,-0.2383891865545138,11.214572928336395
2024-07-22,551.0991821289062,549.4597210903114,-6.0841726998632e-05,-1,3.9843182582801546,15.19889118661655
2024-07-23,550.2346801757812,550.9897636467225,4.3975677413581e-05,1,0.10941848218374162,15.308309668800291
2024-07-24,537.7650146484375,545.3461720780751,-9.114987991129101e-05,-1,-4.888508097706108,10.419801571094183
2024-07-25,534.9630737304688,537.8842542829834,-2.6173673390662e-05,-1,0.11923963454592013,10.539041205640103
2024-07-26,540.9545288085938,538.8083836881038,-5.1949014616581e-05,-1,3.845309957635095,14.384351163275198
2024-07-29,541.2724609375,542.5244041316022,-1.1510763802509e-05,-1,1.5698753230084321,15.95422648628363
